ms,type,side,price,qty,uid
39603,NEW,1,2698,23,26710
39603,NEW,1,3436,8,26711
39603,NEW,1,3822,11,26712
39603,CANCEL,0,0,0,16901
39603,NEW,1,5266,44,26713
39603,NEW,1,7737,9,26714
39603,NEW,1,8722,36,26715
39603,NEW,0,1084,33,26716
39603,NEW,0,1786,192,26717
39603,NEW,0,3247,8,26718
39603,CANCEL,0,0,0,10878
39603,NEW,0,3715,23,26719
39603,CANCEL,0,0,0,22701
39603,NEW,0,7954,9,26720
39603,NEW,0,39723,11,26721
39605,NEW,0,2461,39,26722
39606,NEW,1,307,130,26723
39606,NEW,1,1083,1,26724
39606,NEW,1,2698,61,26725
39606,NEW,1,3436,22,26726
39606,NEW,1,3715,3,26727
39606,NEW,1,7953,62,26728
39606,NEW,1,8722,26,26729
39606,NEW,0,1786,235,26730
39606,NEW,0,3247,187,26731
39606,NEW,0,3824,26,26732
39606,NEW,0,5267,8,26733
39606,NEW,0,39711,9,26734
39607,NEW,1,124257,11,26735
39607,CANCEL,0,0,0,15193
39608,NEW,1,2460,20,26736
39609,NEW,1,307,20,26737
39609,NEW,1,2698,47,26738
39609,NEW,1,3247,52,26739
39609,CANCEL,0,0,0,21002
39609,NEW,1,3822,13,26740
39609,NEW,1,7948,96,26741
39609,NEW,1,8720,221,26742
39609,NEW,1,39711,19,26743
39609,NEW,0,1786,2,26744
39609,NEW,0,3438,26,26745
39609,NEW,0,3715,2,26746
39609,NEW,0,5267,83,26747
39609,NEW,0,7738,34,26748
39609,CANCEL,0,0,0,19483
39610,NEW,1,124254,9,26749
39611,NEW,0,2461,12,26750
39612,NEW,1,307,447,26751
39612,NEW,1,1083,37,26752
39612,NEW,1,1785,138,26753
39612,NEW,1,3247,21,26754
39612,NEW,1,3436,22,26755
39612,NEW,1,3822,22,26756
39612,NEW,1,5266,46,26757
39612,NEW,1,7737,38,26758
39612,CANCEL,0,0,0,14551
39612,NEW,1,7948,29,26759
39612,CANCEL,0,0,0,10803
39612,NEW,0,2699,54,26760
39612,NEW,0,3715,31,26761
39612,NEW,0,8721,38,26762
39612,NEW,0,39716,18,26763
39613,NEW,1,124253,10,26764
39614,NEW,1,2460,236,26765
39615,NEW,1,1083,53,26766
39615,NEW,1,1785,173,26767
39615,NEW,1,2698,463,26768
39615,NEW,1,3715,39,26769
39615,NEW,1,3822,30,26770
39615,NEW,1,5266,115,26771
39615,CANCEL,0,0,0,13240
39615,NEW,1,7737,3,26772
39615,CANCEL,0,0,0,21008
39615,NEW,1,8718,69,26773
39615,NEW,1,39716,13,26774
39615,NEW,0,308,138,26775
39615,NEW,0,3247,27,26776
39615,NEW,0,3438,23,26777
39615,NEW,0,7952,13,26778
39616,NEW,1,124250,14,26779
39617,NEW,0,2461,37,26780
39617,CANCEL,0,0,0,10255
39618,NEW,1,307,24,26781
39618,NEW,1,1785,57,26782
39618,NEW,1,3436,37,26783
39618,CANCEL,0,0,0,1617
39618,NEW,1,3714,26,26784
39618,NEW,1,3822,98,26785
39618,NEW,1,7737,35,26786
39618,NEW,1,7951,106,26787
39618,NEW,0,1084,78,26788
39618,NEW,0,2698,100,26789
39618,CANCEL,0,0,0,1888
39618,NEW,0,3247,26,26790
39618,CANCEL,0,0,0,12941
39618,NEW,0,5267,20,26791
39618,NEW,0,8719,68,26792
39618,NEW,0,39720,23,26793
39618,CANCEL,0,0,0,21732
39619,NEW,1,124245,16,26794
39619,CANCEL,0,0,0,15890
39620,NEW,0,2461,13,26795
39621,NEW,1,307,127,26796
39621,NEW,1,1083,16,26797
39621,NEW,1,1785,46,26798
39621,NEW,1,3246,125,26799
39621,NEW,1,3715,32,26800
39621,NEW,0,2698,116,26801
39621,NEW,0,3438,60,26802
39621,CANCEL,0,0,0,16838
39621,NEW,0,3822,66,26803
39621,NEW,0,5267,110,26804
39621,NEW,0,7737,11,26805
39621,CANCEL,0,0,0,15223
39621,NEW,0,7953,93,26806
39621,NEW,0,8719,34,26807
39621,NEW,0,39720,34,26808
39622,NEW,0,124245,6,26809
39623,NEW,0,2461,59,26810
39624,NEW,1,1083,16,26811
39624,NEW,1,1785,34,26812
39624,NEW,1,3438,38,26813
39624,NEW,1,5266,129,26814
39624,CANCEL,0,0,0,17966
39624,NEW,0,308,3,26815
39624,NEW,0,2698,36,26816
39624,NEW,0,3247,6,26817
39624,NEW,0,3715,25,26818
39624,NEW,0,3822,57,26819
39624,NEW,0,7738,10,26820
39624,NEW,0,7952,53,26821
39624,CANCEL,0,0,0,9488
39624,NEW,0,8719,18,26822
39624,NEW,0,39719,10,26823
39625,NEW,1,124240,3,26824
39626,NEW,1,2460,29,26825
39627,NEW,1,307,38,26826
39627,NEW,1,1083,56,26827
39627,NEW,1,1785,34,26828
39627,NEW,1,3436,39,26829
39627,NEW,1,3715,27,26830
39627,CANCEL,0,0,0,5253
39627,NEW,1,5266,97,26831
39627,NEW,1,7737,21,26832
39627,CANCEL,0,0,0,23402
39627,NEW,1,7952,87,26833
39627,NEW,1,39712,20,26834
39627,NEW,0,2698,59,26835
39627,CANCEL,0,0,0,9112
39627,NEW,0,3247,17,26836
39627,NEW,0,3822,72,26837
39627,NEW,0,8719,77,26838
39628,NEW,1,124234,14,26839
39628,CANCEL,0,0,0,11867
39630,NEW,1,307,12,26840
39630,CANCEL,0,0,0,2936
39630,NEW,1,1083,15,26841
39630,NEW,1,1785,6,26842
39630,NEW,1,2697,13,26843
39630,NEW,1,3436,33,26844
39630,NEW,1,3715,24,26845
39630,NEW,1,3822,26,26846
39630,NEW,1,7737,36,26847
39630,NEW,1,7951,110,26848
39630,NEW,1,39710,32,26849
39630,NEW,0,3247,31,26850
39630,NEW,0,5267,14,26851
39630,NEW,0,8719,93,26852
39630,CANCEL,0,0,0,16785
39631,NEW,1,124241,2,26853
39631,CANCEL,0,0,0,26710
39632,NEW,1,2460,11,26854
39633,NEW,1,307,13,26855
39633,NEW,1,1785,13,26856
39633,NEW,1,3247,38,26857
39633,NEW,1,3436,16,26858
39633,NEW,1,7950,26,26859
39633,CANCEL,0,0,0,1973
39633,NEW,0,1084,99,26860
39633,NEW,0,2698,43,26861
39633,NEW,0,3715,64,26862
39633,NEW,0,3822,23,26863
39633,NEW,0,5267,1,26864
39633,NEW,0,7738,14,26865
39633,NEW,0,8719,42,26866
39633,NEW,0,39710,7,26867
39634,NEW,0,124243,3,26868
39634,CANCEL,0,0,0,5644
39635,NEW,0,2461,17,26869
39635,CANCEL,0,0,0,17923
39636,NEW,1,1083,11,26870
39636,CANCEL,0,0,0,25155
39636,NEW,1,1785,27,26871
39636,CANCEL,0,0,0,4349
39636,NEW,1,2697,258,26872
39636,NEW,1,3247,22,26873
39636,NEW,1,3715,68,26874
39636,CANCEL,0,0,0,25983
39636,NEW,1,7737,9,26875
39636,NEW,1,7950,6,26876
39636,NEW,1,8719,40,26877
39636,NEW,0,3439,20,26878
39636,NEW,0,3822,6,26879
39636,NEW,0,5267,93,26880
39636,NEW,0,39716,37,26881
39636,CANCEL,0,0,0,14057
39637,NEW,0,124246,1,26882
39638,NEW,0,2461,5,26883
39639,NEW,1,1083,35,26884
39639,NEW,1,3438,107,26885
39639,NEW,1,3715,44,26886
39639,NEW,1,3822,22,26887
39639,CANCEL,0,0,0,17838
39639,NEW,1,5266,146,26888
39639,NEW,1,7737,71,26889
39639,NEW,1,7950,25,26890
39639,NEW,1,8719,26,26891
39639,NEW,0,1786,21,26892
39639,NEW,0,2698,10,26893
39639,NEW,0,3249,953,26894
39639,NEW,0,39718,18,26895
39640,NEW,1,124243,4,26896
39641,NEW,1,2460,3,26897
39642,NEW,1,1083,16,26898
39642,CANCEL,0,0,0,1307
39642,NEW,1,3249,556,26899
39642,NEW,1,3438,44,26900
39642,NEW,1,3715,21,26901
39642,NEW,1,8719,48,26902
39642,NEW,0,1786,11,26903
39642,NEW,0,2698,22,26904
39642,NEW,0,3822,1,26905
39642,NEW,0,5267,60,26906
39642,NEW,0,7737,2,26907
39642,NEW,0,7952,32,26908
39642,CANCEL,0,0,0,6936
39642,NEW,0,39723,174,26909
39643,NEW,0,124244,2,26910
39644,NEW,0,2461,12,26911
39645,NEW,1,307,23,26912
39645,CANCEL,0,0,0,6165
39645,NEW,1,3715,246,26913
39645,NEW,1,7736,10,26914
39645,NEW,1,39719,58,26915
39645,CANCEL,0,0,0,26673
39645,NEW,0,1786,680,26916
39645,NEW,0,2698,66,26917
39645,NEW,0,3250,41,26918
39645,NEW,0,3439,31,26919
39645,NEW,0,3822,22,26920
39645,NEW,0,5267,58,26921
39645,NEW,0,7953,9,26922
39645,NEW,0,8720,18,26923
39646,NEW,1,124240,5,26924
39647,NEW,0,2461,141,26925
39648,NEW,1,307,123,26926
39648,CANCEL,0,0,0,2253
39648,NEW,1,1785,80,26927
39648,NEW,1,3249,36,26928
39648,NEW,1,3438,29,26929
39648,NEW,1,7736,46,26930
39648,NEW,1,7952,11,26931
39648,NEW,1,8719,11,26932
39648,NEW,1,39719,68,26933
39648,NEW,0,1084,48,26934
39648,CANCEL,0,0,0,16957
39648,NEW,0,2698,72,26935
39648,CANCEL,0,0,0,26382
39648,NEW,0,3715,57,26936
39648,NEW,0,3822,22,26937
39648,NEW,0,5267,57,26938
39649,NEW,0,124244,2,26939
39650,NEW,0,2461,5,26940
39650,CANCEL,0,0,0,6552
39651,NEW,1,307,795,26941
39651,NEW,1,1083,158,26942
39651,NEW,1,2697,119,26943
39651,NEW,1,3822,51,26944
39651,NEW,1,5265,188,26945
39651,NEW,1,39711,19,26946
39651,NEW,0,1786,1,26947
39651,NEW,0,3250,69,26948
39651,NEW,0,3438,15,26949
39651,NEW,0,7737,35,26950
39651,NEW,0,7952,9,26951
39651,NEW,0,8720,19,26952
39651,CANCEL,0,0,0,12225
39652,NEW,1,124234,5,26953
39652,CANCEL,0,0,0,7018
39653,NEW,0,2461,11,26954
39654,NEW,1,307,21,26955
39654,NEW,1,1083,16,26956
39654,NEW,1,3438,18,26957
39654,NEW,1,3822,77,26958
39654,NEW,1,5265,122,26959
39654,NEW,1,39710,30,26960
39654,NEW,0,1786,5,26961
39654,NEW,0,2698,23,26962
39654,NEW,0,3250,141,26963
39654,NEW,0,3715,33,26964
39654,NEW,0,7737,23,26965
39654,NEW,0,7953,96,26966
39654,NEW,0,8720,81,26967
39655,NEW,1,124234,4,26968
39656,NEW,1,2460,1,26969
39657,NEW,1,307,61,26970
39657,NEW,1,1785,39,26971
39657,NEW,1,3250,22,26972
39657,CANCEL,0,0,0,12645
39657,NEW,1,3438,42,26973
39657,NEW,1,3715,27,26974
39657,NEW,1,7736,36,26975
39657,NEW,1,7950,24,26976
39657,CANCEL,0,0,0,12931
39657,NEW,1,39710,61,26977
39657,NEW,0,1084,117,26978
39657,NEW,0,2698,268,26979
39657,NEW,0,3822,5,26980
39657,NEW,0,5266,44,26981
39657,CANCEL,0,0,0,26594
39657,NEW,0,8721,39,26982
39658,NEW,1,124233,9,26983
39659,NEW,1,2460,7,26984
39660,NEW,1,307,1,26985
39660,NEW,1,1083,25,26986
39660,CANCEL,0,0,0,16475
39660,NEW,1,1785,94,26987
39660,NEW,1,3438,60,26988
39660,NEW,1,3822,28,26989
39660,NEW,1,5266,29,26990
39660,NEW,1,7736,2,26991
39660,NEW,1,7948,44,26992
39660,NEW,1,8720,74,26993
39660,NEW,0,2698,65,26994
39660,NEW,0,3251,234,26995
39660,NEW,0,3715,12,26996
39660,NEW,0,39710,34,26997
39661,NEW,1,124232,2,26998
39662,NEW,0,2461,248,26999
39663,NEW,1,307,2,27000
39663,NEW,1,3438,39,27001
39663,NEW,1,3715,82,27002
39663,CANCEL,0,0,0,15719
39663,NEW,1,3822,29,27003
39663,NEW,0,1084,53,27004
39663,NEW,0,1786,43,27005
39663,NEW,0,2698,35,27006
39663,NEW,0,3251,74,27007
39663,NEW,0,5267,81,27008
39663,NEW,0,7737,14,27009
39663,NEW,0,7948,9,27010
39663,NEW,0,8721,26,27011
39663,NEW,0,39719,126,27012
39663,CANCEL,0,0,0,4595
39664,NEW,0,124232,1,27013
39665,NEW,1,2460,32,27014
39665,CANCEL,0,0,0,7227
39666,NEW,1,307,89,27015
39666,NEW,1,1083,10,27016
39666,NEW,1,2698,222,27017
39666,NEW,1,3438,60,27018
39666,NEW,1,3822,149,27019
39666,NEW,1,5267,24,27020
39666,NEW,1,7736,9,27021
39666,CANCEL,0,0,0,13947
39666,NEW,1,8720,15,27022
39666,NEW,1,39709,43,27023
39666,NEW,0,1786,7,27024
39666,NEW,0,3252,34,27025
39666,NEW,0,3715,2,27026
39666,NEW,0,7948,94,27027
39667,NEW,1,124230,7,27028
39667,CANCEL,0,0,0,3155
39668,NEW,1,2460,19,27029
39669,NEW,1,307,12,27030
39669,NEW,1,1083,16,27031
39669,NEW,1,3438,130,27032
39669,NEW,1,3822,112,27033
39669,NEW,1,5267,76,27034
39669,NEW,1,7736,47,27035
39669,NEW,1,8719,65,27036
39669,NEW,0,1786,4,27037
39669,CANCEL,0,0,0,12158
39669,NEW,0,2698,438,27038
39669,NEW,0,3252,70,27039
39669,NEW,0,3715,10,27040
39669,NEW,0,7950,35,27041
39669,NEW,0,39710,77,27042
39670,NEW,1,124233,3,27043
39671,NEW,1,2460,130,27044
39671,CANCEL,0,0,0,7298
39672,NEW,1,307,11,27045
39672,CANCEL,0,0,0,6216
39672,NEW,1,1083,16,27046
39672,CANCEL,0,0,0,4528
39672,NEW,1,2698,38,27047
39672,NEW,1,3436,61,27048
39672,NEW,1,5265,524,27049
39672,NEW,1,7950,14,27050
39672,NEW,0,1786,33,27051
39672,NEW,0,3253,42,27052
39672,NEW,0,3715,57,27053
39672,CANCEL,0,0,0,12344
39672,NEW,0,3822,21,27054
39672,NEW,0,7737,6,27055
39672,NEW,0,8721,35,27056
39672,CANCEL,0,0,0,1876
39672,NEW,0,39712,57,27057
39673,NEW,1,124233,1,27058
39674,NEW,0,2461,67,27059
39675,NEW,1,307,166,27060
39675,NEW,1,1083,1358,27061
39675,NEW,1,3438,40,27062
39675,NEW,1,3715,19,27063
39675,NEW,1,7736,85,27064
39675,NEW,1,8720,29,27065
39675,NEW,1,39710,36,27066
39675,NEW,0,2698,50,27067
39675,NEW,0,3253,30,27068
39675,NEW,0,3822,24,27069
39675,NEW,0,5266,13,27070
39675,NEW,0,7951,34,27071
39675,CANCEL,0,0,0,7263
39676,NEW,1,124230,11,27072
39676,CANCEL,0,0,0,5854
39677,NEW,1,2460,1,27073
39678,NEW,1,1083,369,27074
39678,NEW,1,3715,62,27075
39678,NEW,1,7734,22,27076
39678,NEW,1,7950,25,27077
39678,NEW,1,39710,55,27078
39678,NEW,0,308,610,27079
39678,NEW,0,1786,6,27080
39678,NEW,0,2698,36,27081
39678,CANCEL,0,0,0,5606
39678,NEW,0,3253,44,27082
39678,NEW,0,3439,13,27083
39678,NEW,0,3822,59,27084
39678,NEW,0,5266,149,27085
39678,NEW,0,8720,43,27086
39679,NEW,1,124225,35,27087
39680,NEW,0,2461,32,27088
39681,NEW,1,307,11,27089
39681,NEW,1,1083,81,27090
39681,NEW,1,2697,367,27091
39681,NEW,1,3438,19,27092
39681,NEW,1,3715,126,27093
39681,NEW,1,5266,38,27094
39681,NEW,1,8719,69,27095
39681,NEW,1,39702,145,27096
39681,NEW,0,1786,5,27097
39681,NEW,0,3254,44,27098
39681,NEW,0,3822,14,27099
39681,NEW,0,7736,20,27100
39681,NEW,0,7951,6,27101
39681,CANCEL,0,0,0,9891
39682,NEW,1,124209,15,27102
39683,NEW,0,2462,856,27103
39684,NEW,1,307,5,27104
39684,NEW,1,1083,20,27105
39684,NEW,1,2697,20,27106
39684,NEW,1,3436,13,27107
39684,NEW,1,3715,21,27108
39684,NEW,1,5266,11,27109
39684,NEW,0,1786,11,27110
39684,NEW,0,3254,69,27111
39684,NEW,0,3822,4,27112
39684,NEW,0,7736,12,27113
39684,NEW,0,7951,16,27114
39684,NEW,0,8720,45,27115
39684,CANCEL,0,0,0,19155
39684,NEW,0,39702,80,27116
39685,NEW,0,124217,7,27117
39687,NEW,1,307,52,27118
39687,NEW,1,1083,5,27119
39687,NEW,1,2698,103,27120
39687,NEW,1,3715,42,27121
39687,NEW,1,5266,12,27122
39687,NEW,1,39702,85,27123
39687,NEW,0,1786,28,27124
39687,NEW,0,3254,163,27125
39687,NEW,0,3438,15,27126
39687,NEW,0,3822,20,27127
39687,NEW,0,7736,9,27128
39687,CANCEL,0,0,0,11765
39687,NEW,0,7951,68,27129
39687,NEW,0,8721,39,27130
39688,NEW,0,124217,5,27131
39689,NEW,1,2461,8,27132
39690,NEW,1,307,11,27133
39690,CANCEL,0,0,0,6428
39690,NEW,1,1083,28,27134
39690,NEW,1,3253,341,27135
39690,NEW,1,3436,11,27136
39690,NEW,1,3715,8,27137
39690,NEW,1,7948,131,27138
39690,NEW,1,8719,63,27139
39690,NEW,0,1786,22,27140
39690,NEW,0,2698,18,27141
39690,CANCEL,0,0,0,24609
39690,NEW,0,3822,229,27142
39690,NEW,0,5267,1,27143
39690,NEW,0,7736,62,27144
39690,NEW,0,39702,65,27145
39691,NEW,0,124216,9,27146
39692,NEW,1,2461,158,27147
39693,NEW,1,307,21,27148
39693,NEW,1,2697,40,27149
39693,NEW,1,3436,55,27150
39693,NEW,1,5266,71,27151
39693,NEW,1,39701,101,27152
39693,CANCEL,0,0,0,6424
39693,NEW,0,3254,119,27153
39693,CANCEL,0,0,0,25576
39693,NEW,0,3715,5,27154
39693,CANCEL,0,0,0,13025
39693,NEW,0,3824,77,27155
39693,NEW,0,7736,11,27156
39693,NEW,0,7950,99,27157
39693,NEW,0,8720,71,27158
39694,NEW,1,124206,139,27159
39695,NEW,1,2461,14,27160
39696,NEW,1,307,4189,27161
39696,CANCEL,0,0,0,16402
39696,NEW,1,3252,324,27162
39696,CANCEL,0,0,0,12679
39696,NEW,1,3714,66,27163
39696,NEW,1,7734,43,27164
39696,NEW,1,7950,40,27165
39696,NEW,0,1084,302,27166
39696,NEW,0,1786,29,27167
39696,NEW,0,2698,101,27168
39696,NEW,0,3438,85,27169
39696,NEW,0,3824,86,27170
39696,NEW,0,5266,323,27171
39696,NEW,0,8720,43,27172
39696,NEW,0,39701,127,27173
39697,NEW,1,124200,11,27174
39698,NEW,0,2462,136,27175
39699,NEW,1,307,155,27176
39699,NEW,1,1083,98,27177
39699,NEW,1,1785,563,27178
39699,NEW,1,3251,53,27179
39699,NEW,1,3436,110,27180
39699,NEW,1,3822,412,27181
39699,NEW,1,5265,134,27182
39699,NEW,1,7948,116,27183
39699,NEW,1,8719,16,27184
39699,NEW,1,39700,147,27185
39699,NEW,0,2698,247,27186
39699,CANCEL,0,0,0,2627
39699,NEW,0,3715,219,27187
39699,NEW,0,7736,29,27188
39700,NEW,1,124199,43,27189
39701,NEW,0,2461,10,27190
39702,NEW,1,307,101,27191
39702,NEW,1,1083,588,27192
39702,NEW,1,1785,50,27193
39702,NEW,1,2697,35,27194
39702,NEW,1,3250,192,27195
39702,NEW,1,3436,61,27196
39702,NEW,1,3714,67,27197
39702,NEW,1,3822,11,27198
39702,CANCEL,0,0,0,21398
39702,NEW,1,5265,151,27199
39702,NEW,1,7948,254,27200
39702,CANCEL,0,0,0,19518
39702,NEW,1,39700,278,27201
39702,NEW,0,7736,121,27202
39702,CANCEL,0,0,0,6524
39702,NEW,0,8719,93,27203
39702,CANCEL,0,0,0,22835
39703,NEW,1,124184,21,27204
39704,NEW,1,2460,19,27205
39705,NEW,1,307,60,27206
39705,NEW,1,1082,655,27207
39705,NEW,1,2697,97,27208
39705,NEW,1,3436,58,27209
39705,NEW,1,3714,55,27210
39705,CANCEL,0,0,0,12768
39705,NEW,1,3822,150,27211
39705,NEW,1,7734,30,27212
39705,CANCEL,0,0,0,9786
39705,NEW,1,7948,45,27213
39705,NEW,1,39700,545,27214
39705,NEW,0,1786,51,27215
39705,NEW,0,3252,256,27216
39705,NEW,0,5265,14,27217
39705,NEW,0,8719,51,27218
39706,NEW,1,124155,12,27219
39707,NEW,0,2461,15,27220
39708,NEW,1,307,2076,27221
39708,NEW,1,1785,331,27222
39708,NEW,1,3251,7,27223
39708,CANCEL,0,0,0,13641
39708,NEW,1,3713,76,27224
39708,NEW,1,7734,16,27225
39708,NEW,0,1083,59,27226
39708,NEW,0,2698,61,27227
39708,NEW,0,3438,39,27228
39708,NEW,0,3822,118,27229
39708,NEW,0,5265,39,27230
39708,NEW,0,7948,27,27231
39708,NEW,0,8719,77,27232
39708,NEW,0,39701,176,27233
39709,NEW,1,124145,12,27234
39710,NEW,1,2460,32,27235
39711,NEW,1,307,186,27236
39711,NEW,1,1785,110,27237
39711,NEW,1,2697,61,27238
39711,NEW,1,3251,14,27239
39711,NEW,1,3713,16,27240
39711,CANCEL,0,0,0,26161
39711,NEW,1,3822,550,27241
39711,NEW,1,7734,61,27242
39711,NEW,1,39680,444,27243
39711,NEW,0,1083,114,27244
39711,NEW,0,3436,25,27245
39711,NEW,0,5265,176,27246
39711,NEW,0,7948,32,27247
39711,CANCEL,0,0,0,8600
39711,NEW,0,8720,68,27248
39712,NEW,1,124144,14,27249
39713,NEW,1,2460,17,27250
39713,CANCEL,0,0,0,23121
39714,NEW,1,1785,60,27251
39714,NEW,1,3251,56,27252
39714,NEW,1,3436,14,27253
39714,NEW,1,5265,18,27254
39714,NEW,1,7734,146,27255
39714,NEW,1,39667,98,27256
39714,NEW,0,1083,19,27257
39714,NEW,0,2698,33,27258
39714,NEW,0,3714,16,27259
39714,NEW,0,3822,44,27260
39714,NEW,0,7948,27,27261
39714,NEW,0,8720,98,27262
39715,NEW,1,124134,4,27263
39716,NEW,1,2460,103,27264
39717,NEW,1,307,70,27265
39717,NEW,1,1082,18,27266
39717,NEW,1,1785,282,27267
39717,NEW,1,2697,20,27268
39717,NEW,1,3713,18,27269
39717,NEW,1,3821,113,27270
39717,NEW,1,5265,26,27271
39717,NEW,1,7948,7,27272
39717,CANCEL,0,0,0,16934
39717,NEW,1,8719,30,27273
39717,NEW,1,39666,174,27274
39717,NEW,0,3252,48,27275
39717,CANCEL,0,0,0,12210
39717,NEW,0,3436,3,27276
39717,NEW,0,7734,31,27277
39718,NEW,0,124125,11,27278
39718,CANCEL,0,0,0,9455
39719,NEW,1,2459,10,27279
39720,NEW,1,307,45,27280
39720,NEW,1,1082,298,27281
39720,NEW,1,1784,95,27282
39720,NEW,1,2697,965,27283
39720,NEW,1,3251,43,27284
39720,NEW,1,3436,20,27285
39720,NEW,1,3713,36,27286
39720,NEW,1,3821,33,27287
39720,CANCEL,0,0,0,21064
39720,NEW,1,5264,79,27288
39720,NEW,1,7945,142,27289
39720,NEW,1,8719,116,27290
39720,NEW,0,7734,45,27291
39720,NEW,0,39680,295,27292
39721,NEW,0,124124,8,27293
39723,NEW,1,1784,802,27294
39723,CANCEL,0,0,0,16456
39723,NEW,1,3713,6,27295
39723,NEW,1,3821,51,27296
39723,NEW,1,5264,30,27297
39723,NEW,1,39676,92,27298
39723,NEW,0,1083,3,27299
39723,NEW,0,2698,853,27300
39723,NEW,0,3252,274,27301
39723,NEW,0,3436,24,27302
39723,NEW,0,7734,14,27303
39723,NEW,0,7948,85,27304
39723,NEW,0,8720,78,27305
39724,NEW,1,124121,8,27306
39724,CANCEL,0,0,0,26733
39725,NEW,1,2459,35,27307
39726,NEW,1,307,42,27308
39726,NEW,1,1082,31,27309
39726,NEW,1,1784,594,27310
39726,NEW,1,2697,483,27311
39726,NEW,1,3249,249,27312
39726,NEW,1,3436,39,27313
39726,NEW,1,3821,141,27314
39726,NEW,1,5264,211,27315
39726,NEW,1,8719,66,27316
39726,NEW,1,39673,118,27317
39726,NEW,0,3714,53,27318
39726,NEW,0,7734,29,27319
39726,NEW,0,7948,27,27320
39727,NEW,1,124118,15,27321
39728,NEW,1,2459,150,27322
39729,NEW,1,307,22,27323
39729,NEW,1,1082,59,27324
39729,NEW,1,1784,101,27325
39729,NEW,1,2697,144,27326
39729,NEW,1,3249,85,27327
39729,NEW,1,3436,32,27328
39729,NEW,1,3713,308,27329
39729,NEW,1,3821,78,27330
39729,NEW,1,5264,179,27331
39729,NEW,0,7736,52,27332
39729,NEW,0,7948,76,27333
39729,NEW,0,8719,91,27334
39729,NEW,0,39670,33,27335
39730,NEW,1,124111,14,27336
39731,NEW,0,2460,51,27337
39731,CANCEL,0,0,0,11575
39732,NEW,1,307,138,27338
39732,NEW,1,1784,154,27339
39732,CANCEL,0,0,0,14901
39732,NEW,1,2697,70,27340
39732,NEW,1,3436,28,27341
39732,NEW,1,3711,119,27342
39732,NEW,1,3821,105,27343
39732,NEW,1,5263,121,27344
39732,NEW,1,7734,31,27345
39732,NEW,1,39667,169,27346
39732,NEW,0,1083,163,27347
39732,NEW,0,3250,58,27348
39732,NEW,0,7948,72,27349
39732,NEW,0,8718,68,27350
39733,NEW,1,124110,19,27351
39733,CANCEL,0,0,0,20007
39734,NEW,1,2459,10,27352
39735,NEW,1,307,12,27353
39735,CANCEL,0,0,0,1705
39735,NEW,1,1082,142,27354
39735,CANCEL,0,0,0,4041
39735,NEW,1,2697,33,27355
39735,CANCEL,0,0,0,24097
39735,NEW,1,3436,31,27356
39735,CANCEL,0,0,0,13493
39735,NEW,1,3711,29,27357
39735,NEW,1,3821,505,27358
39735,CANCEL,0,0,0,12575
39735,NEW,1,5263,295,27359
39735,NEW,1,7734,22,27360
39735,NEW,1,7948,21,27361
39735,NEW,0,1785,5,27362
39735,NEW,0,3249,63,27363
39735,NEW,0,8717,50,27364
39735,CANCEL,0,0,0,23267
39735,NEW,0,39686,153,27365
39736,NEW,1,124109,4,27366
39736,CANCEL,0,0,0,21207
39737,NEW,0,2460,19,27367
39738,NEW,1,307,84,27368
39738,CANCEL,0,0,0,16306
39738,NEW,1,1784,66,27369
39738,NEW,1,2697,94,27370
39738,NEW,1,3247,92,27371
39738,NEW,1,3821,47,27372
39738,NEW,1,39685,59,27373
39738,NEW,0,1083,33,27374
39738,NEW,0,3436,4,27375
39738,NEW,0,3711,16,27376
39738,NEW,0,5263,7,27377
39738,NEW,0,7734,7,27378
39738,NEW,0,7948,31,27379
39738,NEW,0,8718,32,27380
39739,NEW,1,124108,4,27381
39740,NEW,0,2460,8,27382
39741,NEW,1,1784,26,27383
39741,CANCEL,0,0,0,18764
39741,NEW,1,2697,53,27384
39741,NEW,1,3247,17,27385
39741,NEW,1,3436,20,27386
39741,NEW,1,3821,156,27387
39741,NEW,1,8716,51,27388
39741,NEW,1,39679,14,27389
39741,NEW,0,1083,20,27390
39741,NEW,0,3713,12,27391
39741,NEW,0,5263,371,27392
39741,CANCEL,0,0,0,8613
39741,NEW,0,7734,3,27393
39741,NEW,0,7950,39,27394
39742,NEW,1,124103,14,27395
39743,NEW,0,2460,4,27396
39744,NEW,1,1784,12,27397
39744,NEW,1,2697,20,27398
39744,NEW,1,3711,6,27399
39744,NEW,1,3820,32,27400
39744,NEW,1,5262,177,27401
39744,NEW,0,308,22,27402
39744,NEW,0,3247,10,27403
39744,NEW,0,3436,8,27404
39744,NEW,0,7734,10,27405
39744,NEW,0,7952,41,27406
39744,CANCEL,0,0,0,25301
39744,NEW,0,8717,19,27407
39744,NEW,0,39693,12,27408
39745,NEW,1,124103,5,27409
39746,NEW,1,2459,84,27410
39747,NEW,1,307,207,27411
39747,NEW,1,1784,29,27412
39747,NEW,1,2697,61,27413
39747,CANCEL,0,0,0,5903
39747,NEW,1,3436,27,27414
39747,NEW,1,7734,464,27415
39747,NEW,1,8716,29,27416
39747,NEW,0,1083,17,27417
39747,NEW,0,3247,32,27418
39747,NEW,0,3713,4,27419
39747,NEW,0,3821,136,27420
39747,NEW,0,5262,171,27421
39747,NEW,0,7953,35,27422
